purchase_dow,purchase_month,year,product_size_cm3,product_weight_g,geolocation_state_customer,geolocation_state_seller,distance,wait_time,est_wait_time,delay
0,6,2018,4104.0,600.0,6,6,0.0,8,28,0
1,5,2017,3024.0,350.0,0,0,0.0,21,29,0
1,8,2017,6250.0,900.0,0,0,0.0,6,16,0
3,5,2018,2304.0,350.0,4,4,0.0,8,27,0
3,4,2018,6600.0,651.0,0,0,0.0,8,14,0
2,1,2018,4992.0,975.0,0,0,0.0,37,22,1
3,4,2018,20000.0,1383.0,0,0,0.0,11,25,0
5,7,2018,11856.0,1400.0,10,10,0.0,25,22,1
5,7,2018,11856.0,1400.0,10,10,0.0,25,22,1
5,7,2018,11856.0,1400.0,10,10,0.0,25,22,1
5,7,2018,11856.0,1400.0,10,10,0.0,25,22,1
4,2,2018,8450.0,450.0,0,0,0.0,11,19,0
4,2,2018,8450.0,450.0,0,0,0.0,11,19,0
2,4,2018,8400.0,2238.0,15,15,0.0,13,29,0
4,12,2017,11520.0,1080.0,1,1,0.0,21,39,0
0,8,2018,2048.0,150.0,0,0,0.0,4,16,0
4,1,2017,12044.0,2700.0,3,3,0.0,10,40,0
4,1,2017,12044.0,2700.0,3,3,0.0,10,40,0
4,10,2017,40000.0,4100.0,0,0,0.0,7,31,0
4,10,2017,40000.0,4100.0,0,0,0.0,7,31,0
0,6,2018,35070.0,5450.0,6,6,0.0,2,9,0
0,6,2018,35070.0,5450.0,6,6,0.0,2,9,0
3,10,2017,8880.0,2225.0,0,0,0.0,6,18,0
3,4,2018,16000.0,5000.0,0,0,0.0,12,28,0
0,4,2018,11760.0,1250.0,0,0,0.0,13,34,0
0,7,2018,2873.0,150.0,0,0,0.0,14,7,1
0,8,2017,19800.0,1550.0,0,0,0.0,7,24,0
3,6,2018,3276.0,317.0,0,0,0.0,4,26,0
4,11,2017,8000.0,800.0,0,0,0.0,9,19,0
5,2,2018,1936.0,300.0,0,0,0.0,5,16,0
4,1,2018,816.0,350.0,0,0,0.0,31,25,1
1,1,2018,2805.0,200.0,0,0,0.0,15,29,0
4,11,2017,20000.0,1383.0,0,0,0.0,25,19,1
4,4,2018,4320.0,225.0,4,4,0.0,5,39,0
3,6,2017,352.0,250.0,0,0,0.0,3,21,0
4,3,2018,24000.0,2800.0,0,0,0.0,31,53,0
4,3,2018,24000.0,2800.0,0,0,0.0,31,53,0
2,4,2018,5814.0,1100.0,6,6,0.0,6,28,0
6,5,2017,8096.0,700.0,0,0,0.0,22,31,0
2,5,2018,736.0,500.0,0,0,0.0,7,18,0
1,1,2018,2652.0,263.0,0,0,0.0,12,29,0
0,1,2018,4840.0,533.0,12,12,0.0,11,28,0
2,3,2018,7722.0,200.0,0,0,0.0,23,15,1
2,3,2018,7722.0,200.0,0,0,0.0,23,15,1
4,8,2018,1760.0,200.0,0,0,0.0,4,6,0
1,8,2018,1200.0,150.0,0,0,0.0,7,21,0
5,7,2017,1836.0,200.0,0,0,0.0,25,33,0
1,9,2017,27360.0,8225.0,4,4,0.0,7,14,0
6,8,2017,35557.0,3000.0,0,0,0.0,8,22,0
4,1,2017,12160.0,550.0,4,4,0.0,9,58,0
1,4,2018,12393.0,304.0,4,4,0.0,6,23,0
2,2,2018,8000.0,175.0,0,0,0.0,12,19,0
3,8,2017,54144.0,7100.0,3,3,0.0,18,27,0
0,1,2018,23625.0,2000.0,0,0,0.0,29,29,0
4,9,2017,53040.0,2250.0,0,0,0.0,6,23,0
3,11,2017,3388.0,250.0,8,8,0.0,12,24,0
5,2,2018,816.0,300.0,0,0,0.0,19,37,0
1,4,2018,32560.0,1800.0,0,0,0.0,16,30,0
3,1,2018,51840.0,6267.0,0,0,0.0,42,61,0
2,8,2018,10640.0,310.0,7,7,0.0,5,20,0
2,8,2018,10640.0,310.0,7,7,0.0,5,20,0
1,3,2018,56604.0,9450.0,0,0,0.0,13,16,0
3,11,2017,2304.0,100.0,0,0,0.0,11,19,0
1,9,2017,8736.0,400.0,6,6,0.0,10,16,0
5,3,2018,21312.0,1850.0,0,0,0.0,20,33,0
2,7,2018,2352.0,150.0,0,0,0.0,23,28,0
1,4,2018,21320.0,1450.0,7,7,0.0,7,22,0
0,8,2018,19200.0,850.0,7,7,0.0,8,24,0
6,8,2018,561.0,450.0,9,9,0.0,10,11,0
4,3,2018,2288.0,584.0,0,0,0.0,21,19,1
0,9,2017,640.0,400.0,0,0,0.0,8,24,0
0,7,2017,85436.0,7513.0,0,0,0.0,15,27,0
4,2,2018,14400.0,4600.0,0,0,0.0,33,53,0
5,3,2018,3510.0,342.0,0,0,0.0,19,30,0
2,12,2017,1232.0,200.0,6,6,0.0,11,32,0
5,9,2017,2208.0,650.0,9,9,0.0,8,19,0
5,11,2017,22050.0,2550.0,6,6,0.0,25,30,0
1,8,2018,352.0,250.0,0,0,0.0,6,7,0
6,5,2018,5700.0,700.0,10,10,0.0,31,22,1
1,11,2017,150880.0,26700.0,0,0,0.0,7,9,0
4,1,2018,28620.0,2653.0,1,1,0.0,5,37,0
1,5,2018,5120.0,450.0,0,0,0.0,12,13,0
6,4,2017,25740.0,1132.0,6,6,0.0,7,25,0
2,6,2017,8670.0,450.0,0,0,0.0,14,26,0
3,10,2017,836.0,150.0,0,0,0.0,21,35,0
0,4,2018,2200.0,800.0,6,6,0.0,7,21,0
4,9,2017,3200.0,500.0,7,7,0.0,38,18,1
3,3,2017,5474.0,425.0,7,7,0.0,5,20,0
6,7,2017,4800.0,250.0,0,0,0.0,11,22,0
6,10,2017,352.0,50.0,0,0,0.0,3,11,0
4,9,2017,7776.0,370.0,0,0,0.0,12,30,0
4,9,2017,7776.0,370.0,0,0,0.0,12,30,0
6,10,2016,13100.0,1129.0,7,7,0.0,7,51,0
6,10,2016,13100.0,1129.0,7,7,0.0,7,51,0
3,7,2018,8664.0,1475.0,3,3,0.0,7,17,0
0,2,2018,2240.0,650.0,0,0,0.0,24,23,1
0,9,2017,2856.0,4338.0,0,0,0.0,35,21,1
1,3,2018,3800.0,350.0,0,0,0.0,20,21,0
5,6,2017,30375.0,5100.0,0,0,0.0,18,25,0
0,5,2018,5148.0,375.0,0,0,0.0,2,7,0
5,10,2017,106580.0,5650.0,3,3,0.0,10,26,0
5,4,2018,13800.0,4050.0,0,0,0.0,47,29,1
0,2,2018,1904.0,150.0,0,0,0.0,38,49,0
2,4,2018,12250.0,15300.0,6,6,0.0,16,34,0
0,3,2017,4032.0,433.0,0,0,0.0,8,23,0
4,11,2017,19656.0,10900.0,2,2,0.0,14,25,0
0,1,2018,198432.0,22440.0,0,0,0.0,17,31,0
0,1,2018,198432.0,22440.0,0,0,0.0,17,31,0
0,1,2018,198432.0,22440.0,0,0,0.0,17,31,0
6,1,2018,880.0,250.0,0,0,0.0,19,25,0
1,12,2017,12800.0,950.0,0,0,0.0,31,37,0
4,7,2018,23625.0,950.0,0,0,0.0,6,13,0
4,3,2018,7280.0,975.0,0,0,0.0,10,17,0
0,7,2018,2142.0,100.0,8,8,0.0,6,17,0
6,5,2018,49000.0,1500.0,0,0,0.0,8,22,0
2,1,2018,2880.0,150.0,1,1,0.0,20,40,0
4,5,2018,27000.0,850.0,1,1,0.0,9,27,0
5,3,2018,25088.0,1775.0,1,1,0.0,9,18,0
0,6,2018,9120.0,260.0,0,0,0.0,1,23,0
2,1,2018,38352.0,450.0,1,1,0.0,12,22,0
2,8,2018,21560.0,2550.0,4,4,0.0,5,12,0
4,1,2018,27000.0,1200.0,0,0,0.0,15,34,0
6,8,2018,4488.0,350.0,0,0,0.0,7,11,0
6,5,2017,23625.0,10900.0,0,0,0.0,17,30,0
0,5,2017,9520.0,900.0,0,0,0.0,15,30,0
3,6,2018,990.0,450.0,0,0,0.0,4,20,0
5,7,2017,6336.0,950.0,0,0,0.0,17,23,0
5,7,2017,6336.0,950.0,0,0,0.0,17,23,0
0,3,2017,5355.0,1071.0,0,0,0.0,7,31,0
2,10,2017,3696.0,150.0,6,6,0.0,34,28,1
3,7,2018,126000.0,14300.0,0,0,0.0,27,31,0
4,11,2017,22680.0,2017.0,0,0,0.0,17,12,1
2,7,2018,3192.0,450.0,0,0,0.0,2,12,0
1,5,2018,2856.0,4338.0,0,0,0.0,7,48,0
1,11,2017,132848.0,22150.0,3,3,0.0,28,21,1
6,7,2018,4352.0,50.0,0,0,0.0,9,15,0
5,11,2017,2646.0,150.0,0,0,0.0,10,25,0
5,12,2017,2772.0,396.0,0,0,0.0,9,29,0
3,9,2017,155520.0,18801.0,0,0,0.0,28,38,0
3,9,2017,155520.0,18801.0,0,0,0.0,28,38,0
3,9,2017,155520.0,18801.0,0,0,0.0,28,38,0
0,2,2018,15750.0,2050.0,0,0,0.0,8,17,0
4,7,2017,1600.0,275.0,0,0,0.0,7,24,0
5,5,2018,17472.0,425.0,0,0,0.0,32,26,1
2,8,2018,5168.0,220.0,0,0,0.0,8,20,0
1,1,2018,68000.0,2900.0,0,0,0.0,22,23,0
4,9,2017,3200.0,500.0,7,7,0.0,7,18,0
0,11,2017,8000.0,800.0,0,0,0.0,11,13,0
1,2,2018,19008.0,1050.0,0,0,0.0,14,33,0
6,7,2018,10000.0,1500.0,0,0,0.0,7,16,0
3,11,2017,9180.0,900.0,0,0,0.0,26,35,0
5,3,2018,4275.0,350.0,0,0,0.0,41,38,1
4,8,2018,6930.0,675.0,0,0,0.0,3,9,0
0,8,2017,2288.0,584.0,0,0,0.0,14,28,0
6,3,2018,352.0,250.0,0,0,0.0,37,31,1
2,7,2018,10320.0,650.0,6,6,0.0,7,26,0
6,3,2017,61880.0,7900.0,0,0,0.0,12,31,0
6,12,2017,1200.0,250.0,0,0,0.0,5,17,0
0,11,2017,3360.0,350.0,1,1,0.0,15,22,0
0,1,2018,1584.0,300.0,0,0,0.0,16,20,0
4,7,2018,5832.0,250.0,0,0,0.0,10,31,0
4,6,2018,2240.0,650.0,4,4,0.0,10,31,0
2,11,2017,14960.0,1175.0,0,0,0.0,7,20,0
3,2,2018,85550.0,4800.0,0,0,0.0,8,19,0
3,5,2018,12000.0,400.0,0,0,0.0,4,12,0
5,11,2017,352.0,200.0,0,0,0.0,9,22,0
0,5,2018,46410.0,4384.0,1,1,0.0,7,30,0
2,1,2018,31920.0,6550.0,0,0,0.0,19,36,0
1,8,2018,1936.0,300.0,0,0,0.0,5,6,0
6,4,2018,45000.0,7000.0,6,6,0.0,4,25,0
0,12,2017,3960.0,400.0,0,0,0.0,7,24,0
4,12,2017,2304.0,150.0,0,0,0.0,24,26,0
0,1,2018,31920.0,6050.0,0,0,0.0,20,31,0
3,6,2017,100100.0,16100.0,0,0,0.0,11,20,0
6,4,2018,21875.0,4700.0,0,0,0.0,8,23,0
3,8,2017,1875.0,200.0,1,1,0.0,14,31,0
3,5,2018,15000.0,1150.0,0,0,0.0,8,17,0
0,11,2017,600.0,400.0,0,0,0.0,29,21,1
3,8,2017,2340.0,184.0,0,0,0.0,13,25,0
4,4,2018,2560.0,250.0,0,0,0.0,7,20,0
1,1,2018,352.0,200.0,0,0,0.0,16,27,0
4,11,2017,6300.0,300.0,4,4,0.0,14,27,0
4,4,2018,1232.0,550.0,0,0,0.0,13,24,0
5,12,2017,3840.0,150.0,6,6,0.0,9,32,0
6,3,2018,4096.0,100.0,3,3,0.0,11,23,0
1,3,2018,2856.0,4338.0,0,0,0.0,23,27,0
0,10,2017,8000.0,800.0,0,0,0.0,8,22,0
1,12,2017,3276.0,167.0,6,6,0.0,15,34,0
0,4,2018,44100.0,10200.0,6,6,0.0,4,27,0
2,7,2018,836.0,150.0,0,0,0.0,7,22,0
1,2,2018,22050.0,2700.0,0,0,0.0,20,23,0
0,12,2017,8000.0,7650.0,1,1,0.0,31,28,1
4,7,2018,3872.0,175.0,0,0,0.0,7,17,0
5,11,2017,39600.0,3000.0,0,0,0.0,20,25,0
5,11,2017,39600.0,3000.0,0,0,0.0,20,25,0
2,9,2017,12600.0,9750.0,0,0,0.0,4,18,0
6,1,2017,23625.0,950.0,0,0,0.0,16,46,0
5,10,2017,3960.0,1200.0,0,0,0.0,10,23,0
3,6,2018,2772.0,314.0,0,0,0.0,8,27,0
0,9,2017,1344.0,350.0,0,0,0.0,15,15,0
2,6,2018,17576.0,2250.0,0,0,0.0,15,36,0
4,7,2017,125504.0,22350.0,0,0,0.0,11,12,0
0,10,2017,16000.0,1050.0,6,6,0.0,19,34,0
0,3,2018,2873.0,150.0,0,0,0.0,14,20,0
2,7,2017,36414.0,2600.0,1,1,0.0,19,27,0
1,5,2018,7616.0,1700.0,0,0,0.0,8,33,0
4,11,2017,35000.0,5850.0,0,0,0.0,35,19,1
1,2,2018,352.0,200.0,0,0,0.0,8,21,0
1,2,2017,30875.0,2300.0,0,0,0.0,12,35,0
3,4,2018,4352.0,600.0,6,6,0.0,6,21,0
1,11,2017,2304.0,150.0,0,0,0.0,17,22,0
0,8,2018,5952.0,1750.0,0,0,0.0,6,6,0
1,5,2018,9375.0,600.0,1,1,0.0,15,30,0
0,7,2018,154440.0,11125.0,0,0,0.0,6,23,0
2,12,2017,46080.0,3008.0,0,0,0.0,44,28,1
5,10,2017,8500.0,1050.0,0,0,0.0,11,30,0
4,1,2018,2560.0,150.0,1,1,0.0,12,30,0
2,8,2018,8000.0,650.0,0,0,0.0,6,12,0
6,11,2017,7728.0,255.0,0,0,0.0,18,25,0
6,3,2018,18720.0,1500.0,3,3,0.0,22,29,0
3,4,2018,5040.0,550.0,0,0,0.0,12,26,0
4,5,2018,11250.0,700.0,0,0,0.0,6,11,0
6,10,2017,51300.0,8350.0,4,4,0.0,14,24,0
4,8,2018,816.0,150.0,0,0,0.0,17,19,0
4,8,2017,11616.0,1972.0,0,0,0.0,12,23,0
4,8,2017,11616.0,1972.0,0,0,0.0,12,23,0
4,8,2017,11616.0,1972.0,0,0,0.0,12,23,0
4,8,2017,11616.0,1972.0,0,0,0.0,12,23,0
4,8,2017,5625.0,500.0,0,0,0.0,4,12,0
0,6,2017,65988.0,14000.0,0,0,0.0,4,17,0
0,6,2017,65988.0,14000.0,0,0,0.0,4,17,0
4,11,2017,44890.0,4105.0,0,0,0.0,16,33,0
6,12,2017,352.0,200.0,0,0,0.0,5,25,0
3,6,2017,5400.0,1900.0,4,4,0.0,14,26,0
1,7,2018,8100.0,550.0,0,0,0.0,7,26,0
1,6,2017,88360.0,15350.0,0,0,0.0,37,27,1
1,3,2018,22725.0,750.0,0,0,0.0,10,16,0
3,7,2018,880.0,200.0,0,0,0.0,4,7,0
6,1,2018,1080.0,200.0,7,7,0.0,10,25,0
6,2,2018,7500.0,450.0,1,1,0.0,15,25,0
3,3,2018,880.0,300.0,0,0,0.0,14,25,0
4,11,2017,6900.0,400.0,4,4,0.0,10,23,0
0,1,2018,1134.0,600.0,0,0,0.0,9,22,0
3,7,2017,23625.0,3500.0,0,0,0.0,11,19,0
0,4,2018,31500.0,4000.0,0,0,0.0,7,27,0
0,3,2018,30000.0,5200.0,0,0,0.0,22,16,1
0,3,2018,30000.0,5200.0,0,0,0.0,22,16,1
3,10,2017,3360.0,250.0,0,0,0.0,6,17,0
5,7,2017,13068.0,1500.0,0,0,0.0,5,19,0
0,1,2018,1056.0,150.0,0,0,0.0,11,41,0
6,3,2018,1936.0,500.0,5,5,0.0,9,29,0
5,1,2018,13500.0,1550.0,0,0,0.0,5,16,0
4,4,2018,136125.0,28350.0,6,6,0.0,10,32,0
5,6,2018,3024.0,350.0,8,8,0.0,31,33,0
2,8,2017,21200.0,1825.0,0,0,0.0,8,19,0
0,2,2018,14450.0,550.0,0,0,0.0,3,16,0
0,2,2018,14450.0,550.0,0,0,0.0,3,16,0
0,2,2018,14450.0,550.0,0,0,0.0,3,16,0
3,8,2018,3795.0,300.0,0,0,0.0,4,6,0
5,6,2018,2700.0,167.0,6,6,0.0,9,46,0
6,10,2017,58621.0,9950.0,1,1,0.0,3,18,0
3,8,2017,1840.0,170.0,6,6,0.0,36,39,0
6,5,2017,177600.0,22600.0,0,0,0.0,11,24,0
1,8,2018,4000.0,1100.0,0,0,0.0,3,6,0
4,3,2018,352.0,250.0,0,0,0.0,46,19,1
6,10,2017,17280.0,3250.0,1,1,0.0,10,37,0
6,7,2017,6000.0,700.0,0,0,0.0,12,22,0
1,5,2017,15750.0,1050.0,0,0,0.0,13,26,0
2,5,2018,4280.0,1350.0,0,0,0.0,5,14,0
2,5,2018,4280.0,1350.0,0,0,0.0,5,14,0
4,6,2018,19602.0,1007.0,6,6,0.0,6,25,0
3,12,2017,1638.0,200.0,0,0,0.0,13,25,0
1,5,2018,3042.0,363.0,0,0,0.0,7,16,0
0,10,2017,2700.0,200.0,0,0,0.0,3,15,0
5,6,2018,60000.0,5400.0,6,6,0.0,9,24,0
1,2,2017,16128.0,756.0,6,6,0.0,9,28,0
6,11,2017,8190.0,613.0,0,0,0.0,8,21,0
0,9,2017,2552.0,1400.0,0,0,0.0,3,9,0
0,9,2017,2552.0,1400.0,0,0,0.0,3,9,0
2,5,2017,13068.0,1250.0,0,0,0.0,6,20,0
5,1,2018,8778.0,550.0,0,0,0.0,7,71,0
0,7,2018,8000.0,150.0,7,7,0.0,8,21,0
4,4,2017,1936.0,500.0,0,0,0.0,4,20,0
6,2,2018,6000.0,900.0,0,0,0.0,10,21,0
2,7,2017,8700.0,917.0,0,0,0.0,12,27,0
2,2,2018,4160.0,475.0,9,9,0.0,14,21,0
3,8,2018,11000.0,450.0,1,1,0.0,3,28,0
2,2,2018,23625.0,1500.0,0,0,0.0,8,25,0
4,6,2018,20000.0,1700.0,0,0,0.0,17,19,0
4,6,2018,20000.0,1700.0,0,0,0.0,17,19,0
5,2,2018,4480.0,444.0,0,0,0.0,23,26,0
2,8,2018,880.0,100.0,6,6,0.0,4,14,0
6,6,2018,33600.0,1400.0,0,0,0.0,4,17,0
2,1,2017,42875.0,1200.0,1,1,0.0,6,40,0
5,1,2018,4368.0,150.0,0,0,0.0,5,17,0
0,6,2018,816.0,350.0,0,0,0.0,6,23,0
5,11,2017,23625.0,2150.0,0,0,0.0,47,22,1
1,3,2018,48000.0,8050.0,0,0,0.0,16,22,0
6,4,2018,45696.0,950.0,6,6,0.0,4,16,0
5,11,2017,864.0,250.0,0,0,0.0,16,23,0
6,2,2018,1936.0,850.0,0,0,0.0,8,18,0
6,2,2018,48000.0,12850.0,0,0,0.0,8,18,0
1,5,2018,4788.0,375.0,7,7,0.0,1,9,0
5,2,2018,14850.0,1000.0,0,0,0.0,11,26,0
5,5,2017,45000.0,1400.0,0,0,0.0,9,24,0
5,5,2017,45000.0,1400.0,0,0,0.0,9,24,0
4,3,2018,3600.0,400.0,0,0,0.0,7,11,0
2,7,2018,6120.0,594.0,0,0,0.0,2,7,0
6,2,2018,33696.0,3475.0,6,6,0.0,15,42,0
1,8,2018,24843.0,6613.0,5,5,0.0,5,6,0
4,2,2018,36000.0,700.0,0,0,0.0,56,27,1
4,3,2018,33930.0,5700.0,0,0,0.0,36,23,1
1,8,2017,14112.0,1360.0,0,0,0.0,14,21,0
5,11,2017,42000.0,2850.0,0,0,0.0,18,25,0
5,11,2017,42000.0,2850.0,0,0,0.0,18,25,0
5,11,2017,42000.0,2850.0,0,0,0.0,18,25,0
6,6,2018,6480.0,700.0,0,0,0.0,5,24,0
0,4,2018,23625.0,450.0,0,0,0.0,32,27,1
3,4,2018,1408.0,200.0,0,0,0.0,18,26,0
4,8,2018,3520.0,450.0,0,0,0.0,6,18,0
3,2,2018,19200.0,1500.0,0,0,0.0,20,20,0
0,2,2018,11616.0,1050.0,0,0,0.0,4,17,0
6,10,2017,2442.0,400.0,0,0,0.0,2,14,0
6,10,2017,2442.0,400.0,0,0,0.0,2,14,0
2,3,2018,1750.0,450.0,6,6,0.0,14,26,0
5,1,2018,15000.0,2600.0,0,0,0.0,4,19,0
2,1,2018,37324.0,733.0,0,0,0.0,18,26,0
4,6,2017,4968.0,1000.0,0,0,0.0,11,23,0
0,5,2017,6750.0,300.0,0,0,0.0,1,10,0
4,1,2018,11400.0,900.0,6,6,0.0,14,32,0
4,11,2017,2240.0,1350.0,0,0,0.0,20,20,0
4,12,2017,4180.0,500.0,0,0,0.0,34,34,0
3,6,2017,14820.0,3600.0,0,0,0.0,24,19,1
6,1,2018,2816.0,250.0,0,0,0.0,22,30,0
6,1,2018,2816.0,250.0,0,0,0.0,22,30,0
6,10,2017,56350.0,5908.0,7,7,0.0,8,16,0
3,9,2017,24000.0,700.0,0,0,0.0,11,24,0
2,9,2017,15750.0,1000.0,0,0,0.0,14,29,0
1,8,2017,16320.0,1450.0,0,0,0.0,13,29,0
4,10,2017,14000.0,300.0,0,0,0.0,7,12,0
3,1,2018,90992.0,5417.0,0,0,0.0,8,14,0
4,6,2018,5236.0,200.0,0,0,0.0,11,33,0
1,11,2017,1408.0,150.0,1,1,0.0,8,22,0
6,8,2017,20000.0,1000.0,0,0,0.0,7,18,0
4,12,2017,503250.0,60000.0,0,0,0.0,6,30,0
4,12,2017,503250.0,60000.0,0,0,0.0,6,30,0
1,1,2018,3332.0,350.0,0,0,0.0,8,15,0
4,2,2018,1408.0,150.0,1,1,0.0,16,26,0
2,2,2018,12000.0,2300.0,6,6,0.0,5,21,0
5,3,2018,21000.0,1200.0,0,0,0.0,13,33,0
6,9,2017,14000.0,650.0,0,0,0.0,13,24,0
1,9,2017,52488.0,10800.0,4,4,0.0,15,19,0
2,9,2017,4000.0,150.0,0,0,0.0,1,11,0
2,2,2017,1925.0,400.0,0,0,0.0,6,28,0
4,11,2017,19800.0,1650.0,0,0,0.0,24,20,1
2,10,2017,816.0,300.0,0,0,0.0,6,18,0
1,9,2017,4560.0,130.0,5,5,0.0,13,37,0
0,5,2017,12000.0,1150.0,0,0,0.0,15,50,0
0,5,2017,12000.0,1150.0,0,0,0.0,15,50,0
1,8,2018,4800.0,330.0,0,0,0.0,7,6,1
0,8,2018,33600.0,765.0,0,0,0.0,4,13,0
0,6,2017,2299.0,10225.0,1,1,0.0,16,29,0
1,5,2017,12150.0,800.0,1,1,0.0,20,28,0
6,7,2017,33930.0,900.0,0,0,0.0,5,18,0
3,3,2017,640.0,250.0,0,0,0.0,7,19,0
3,8,2018,20520.0,2300.0,0,0,0.0,11,32,0
4,8,2018,1482.0,418.0,0,0,0.0,10,25,0
4,7,2018,20625.0,1200.0,0,0,0.0,8,9,0
3,2,2017,61200.0,26000.0,4,4,0.0,6,33,0
5,4,2017,16320.0,850.0,3,3,0.0,11,39,0
4,3,2018,2210.0,150.0,0,0,0.0,10,17,0
3,5,2018,22500.0,2100.0,0,0,0.0,26,25,1
1,8,2018,1232.0,250.0,5,5,0.0,7,14,0
1,2,2018,102900.0,18100.0,6,6,0.0,20,23,0
1,1,2018,238000.0,7400.0,0,0,0.0,7,20,0
1,1,2018,238000.0,7400.0,0,0,0.0,7,20,0
1,1,2018,238000.0,7400.0,0,0,0.0,7,20,0
1,1,2018,238000.0,7400.0,0,0,0.0,7,20,0
6,12,2017,31920.0,1500.0,0,0,0.0,25,32,0
1,8,2018,1760.0,600.0,0,0,0.0,6,9,0
1,2,2018,2550.0,100.0,0,0,0.0,3,15,0
1,5,2018,4864.0,1050.0,0,0,0.0,5,20,0
1,7,2018,2964.0,350.0,10,10,0.0,8,26,0
2,7,2018,15625.0,100.0,7,7,0.0,10,19,0
2,8,2018,1360.0,150.0,0,0,0.0,2,4,0
2,2,2018,1632.0,700.0,0,0,0.0,33,35,0
2,2,2018,1632.0,700.0,0,0,0.0,33,35,0
5,7,2018,5928.0,300.0,1,1,0.0,5,17,0
5,7,2018,5928.0,300.0,1,1,0.0,5,17,0
3,5,2017,3230.0,175.0,0,0,0.0,10,28,0
3,4,2018,1560.0,102.0,7,7,0.0,7,25,0
1,2,2018,3600.0,400.0,0,0,0.0,20,26,0
4,2,2018,3380.0,600.0,0,0,0.0,5,13,0
3,3,2018,16698.0,2900.0,6,6,0.0,11,21,0
3,3,2018,16698.0,2900.0,6,6,0.0,11,21,0
2,4,2018,16000.0,1100.0,6,6,0.0,6,20,0
4,8,2018,21000.0,2600.0,0,0,0.0,5,13,0
5,3,2018,27000.0,1750.0,0,0,0.0,6,18,0
5,11,2017,31500.0,900.0,4,4,0.0,23,26,0
0,6,2018,1920.0,100.0,7,7,0.0,14,23,0
6,1,2018,8400.0,150.0,4,4,0.0,21,31,0
4,11,2017,40000.0,1400.0,4,4,0.0,17,26,0
2,1,2018,16848.0,2600.0,0,0,0.0,21,34,0
1,12,2017,9486.0,500.0,1,1,0.0,2,19,0
3,3,2018,22050.0,2150.0,6,6,0.0,20,26,0
1,5,2017,3240.0,514.0,6,6,0.0,15,23,0
4,3,2018,92925.0,16133.0,0,0,0.0,26,39,0
1,4,2017,50715.0,1567.0,7,7,0.0,20,22,0
0,11,2017,4480.0,444.0,0,0,0.0,35,27,1
5,10,2017,2600.0,300.0,1,1,0.0,12,24,0
2,9,2017,30000.0,2550.0,0,0,0.0,7,25,0
2,9,2017,30000.0,2550.0,0,0,0.0,7,25,0
2,9,2017,30000.0,2550.0,0,0,0.0,7,25,0
0,6,2017,3520.0,300.0,0,0,0.0,10,21,0
0,6,2018,3380.0,750.0,0,0,0.0,3,10,0
0,2,2017,21250.0,2400.0,1,1,0.0,37,28,1
0,2,2017,21250.0,2400.0,1,1,0.0,37,28,1
0,5,2018,2772.0,396.0,0,0,0.0,25,21,1
6,7,2018,4352.0,7150.0,0,0,0.0,3,4,0
3,12,2017,8151.0,600.0,0,0,0.0,13,38,0
0,8,2017,4000.0,200.0,4,4,0.0,13,22,0
2,4,2017,3024.0,450.0,4,4,0.0,11,29,0
1,7,2018,2856.0,694.0,0,0,0.0,8,21,0
0,7,2017,4096.0,2600.0,0,0,0.0,16,22,0
3,6,2018,992.0,500.0,0,0,0.0,3,12,0
3,6,2018,992.0,500.0,0,0,0.0,3,12,0
1,10,2017,4096.0,150.0,3,3,0.0,3,16,0
5,1,2018,2376.0,1050.0,6,6,0.0,13,33,0
1,1,2018,15750.0,1050.0,0,0,0.0,12,16,0
4,12,2017,10626.0,1150.0,2,2,0.0,10,19,0
0,8,2018,816.0,200.0,0,0,0.0,4,15,0
3,8,2017,27588.0,1600.0,3,3,0.0,13,35,0
2,5,2018,20250.0,1100.0,0,0,0.0,14,18,0
2,10,2017,2992.0,200.0,3,3,0.0,6,29,0
6,7,2018,12000.0,1400.0,0,0,0.0,8,17,0
2,7,2018,352.0,250.0,0,0,0.0,1,7,0
6,6,2017,32994.0,7000.0,0,0,0.0,4,11,0
6,4,2017,7616.0,1400.0,0,0,0.0,14,25,0
5,10,2017,81620.0,14950.0,0,0,0.0,30,25,1
2,1,2018,4000.0,1200.0,3,3,0.0,30,36,0
3,3,2017,29785.0,1000.0,0,0,0.0,50,61,0
3,8,2017,6600.0,2700.0,0,0,0.0,7,19,0
4,8,2018,8349.0,350.0,6,6,0.0,9,9,0
3,5,2017,15750.0,1200.0,0,0,0.0,13,20,0
5,12,2017,640.0,100.0,0,0,0.0,20,33,0
4,9,2017,6912.0,450.0,0,0,0.0,14,23,0
4,9,2017,6912.0,450.0,0,0,0.0,14,23,0
4,4,2017,101528.0,4200.0,0,0,0.0,19,31,0
4,4,2017,25000.0,200.0,6,6,0.0,17,37,0
3,9,2017,3000.0,500.0,8,8,0.0,11,20,0
3,11,2017,1232.0,200.0,0,0,0.0,10,26,0
1,8,2017,45600.0,6794.0,7,7,0.0,13,33,0
6,6,2018,2772.0,314.0,0,0,0.0,7,22,0
2,9,2017,7200.0,1025.0,0,0,0.0,7,18,0
1,12,2017,4692.0,550.0,0,0,0.0,9,22,0
3,7,2017,16000.0,1250.0,6,6,0.0,14,27,0
4,8,2018,2880.0,550.0,0,0,0.0,18,25,0
4,7,2018,3042.0,363.0,0,0,0.0,27,33,0
